ticket_id,customer_id,created_date,category,priority,status
TK-00467,C-0054,2024-10-22,Technical,Critical,Resolved
TK-00468,C-0054,2024-10-22,Technical,Low,Closed
TK-00469,C-0054,2024-10-29,Billing,Low,Closed
TK-00470,C-0054,2024-11-03,Billing,Low,Closed
TK-00471,C-0054,2024-11-11,Technical,High,In Progress
TK-00472,C-0054,2024-12-08,Technical,Critical,Resolved
TK-00473,C-0054,2024-12-11,Billing,Low,Closed
TK-00474,C-0054,2024-12-21,Technical,High,In Progress
TK-00475,C-0054,2024-10-14,Account,Medium,Resolved
TK-00476,C-0055,2024-02-28,Technical,Medium,Closed
TK-00477,C-0055,2024-10-17,Technical,Medium,Closed
TK-00478,C-0055,2024-10-22,Billing,Medium,Resolved
TK-00479,C-0055,2024-10-31,Billing,High,Resolved
TK-00480,C-0055,2024-11-12,Feature Request,Medium,Closed
TK-00481,C-0055,2024-11-18,Feature Request,Medium,Closed
TK-00482,C-0055,2024-12-01,Billing,High,Open
TK-00483,C-0055,2024-12-07,Account,Medium,Open
TK-00484,C-0055,2024-12-14,Account,Critical,Closed
TK-00485,C-0055,2024-12-14,Billing,Medium,Closed
TK-00486,C-0057,2024-01-01,Billing,Medium,Closed
TK-00487,C-0057,2024-10-03,Billing,Medium,Resolved
TK-00488,C-0057,2024-10-15,Technical,High,Resolved
TK-00489,C-0057,2024-11-05,Billing,Medium,Closed
TK-00490,C-0057,2024-11-14,Technical,Medium,Resolved
TK-00491,C-0057,2024-11-19,Billing,Medium,Closed
TK-00492,C-0057,2024-11-24,Technical,Critical,Closed
TK-00493,C-0057,2024-12-15,Billing,Medium,In Progress
TK-00494,C-0057,2024-12-16,Technical,High,In Progress
TK-00495,C-0057,2024-12-17,Billing,Medium,Closed
TK-00496,C-0057,2024-12-19,Feature Request,Critical,Open
TK-00497,C-0057,2024-12-30,Account,Medium,Resolved
TK-00498,C-0058,2024-02-24,Technical,High,Closed
TK-00499,C-0058,2024-10-15,Billing,Low,Closed
TK-00500,C-0058,2024-10-23,Onboarding,Critical,Closed
TK-00501,C-0058,2024-11-07,Technical,Low,Resolved
TK-00502,C-0058,2024-11-13,Technical,Medium,Resolved
TK-00503,C-0058,2024-11-14,Billing,Low,Closed
TK-00504,C-0058,2024-11-18,Technical,Critical,Closed
TK-00505,C-0058,2024-11-19,Onboarding,High,In Progress
TK-00506,C-0058,2024-11-20,Feature Request,Medium,Resolved
TK-00507,C-0058,2024-11-21,Feature Request,Medium,In Progress
TK-00508,C-0058,2024-12-17,Onboarding,Low,Resolved
TK-00509,C-0058,2024-12-19,Technical,Low,Resolved
TK-00510,C-0058,2024-12-22,Feature Request,Low,Resolved
TK-00511,C-0058,2024-12-27,Billing,Low,Closed
TK-00512,C-0059,2024-02-09,Billing,Medium,Resolved
TK-00513,C-0059,2024-08-29,Billing,Low,Resolved
TK-00514,C-0060,2024-01-18,Technical,Low,Closed
TK-00515,C-0060,2024-10-11,Feature Request,Medium,Resolved
TK-00516,C-0061,2024-05-30,Feature Request,Medium,In Progress
TK-00517,C-0061,2024-06-12,Account,Medium,Closed
TK-00518,C-0061,2024-10-09,Billing,Low,Resolved
TK-00519,C-0061,2024-11-15,Billing,Critical,In Progress
TK-00520,C-0061,2024-11-21,Technical,High,Closed
TK-00521,C-0061,2024-11-22,Technical,High,Closed
TK-00522,C-0061,2024-11-25,Billing,Low,Resolved
TK-00523,C-0061,2024-11-27,Technical,Medium,Closed
TK-00524,C-0061,2024-11-28,Technical,Medium,In Progress
TK-00525,C-0061,2024-12-02,Technical,Medium,Closed
TK-00526,C-0061,2024-12-13,Technical,Low,Closed
TK-00527,C-0061,2024-12-13,Billing,High,Closed
TK-00528,C-0061,2024-12-15,Technical,Medium,In Progress
TK-00529,C-0062,2024-08-13,Feature Request,Medium,In Progress
TK-00530,C-0062,2024-10-05,Onboarding,Low,Closed
TK-00531,C-0062,2024-10-07,Billing,High,Resolved
TK-00532,C-0062,2024-10-25,Technical,Medium,Resolved
TK-00533,C-0062,2024-11-12,Billing,Medium,Resolved
TK-00534,C-0062,2024-11-26,Technical,High,Resolved
TK-00535,C-0062,2024-11-29,Account,High,In Progress
TK-00536,C-0062,2024-12-03,Account,High,Open
TK-00537,C-0062,2024-12-11,Account,Medium,Resolved
TK-00538,C-0062,2024-12-21,Technical,Medium,In Progress
TK-00539,C-0062,2024-12-22,Billing,Critical,Closed
TK-00540,C-0062,2024-12-25,Technical,Low,Open
TK-00541,C-0062,2024-12-28,Onboarding,Medium,Resolved
TK-00542,C-0063,2024-10-14,Onboarding,Low,Resolved
TK-00543,C-0063,2024-11-25,Account,Low,Closed
TK-00544,C-0063,2024-12-14,Billing,Critical,In Progress
TK-00545,C-0063,2024-12-28,Billing,Medium,Closed
TK-00546,C-0063,2024-12-30,Feature Request,Medium,Closed
TK-00547,C-0064,2024-07-10,Billing,High,Resolved
TK-00548,C-0064,2024-09-07,Billing,Low,Closed
TK-00549,C-0065,2024-10-14,Technical,Low,Resolved
TK-00550,C-0065,2024-11-01,Onboarding,Low,In Progress
TK-00551,C-0065,2024-11-09,Account,Medium,Closed
TK-00552,C-0065,2024-11-18,Billing,Low,Open
TK-00553,C-0065,2024-11-22,Account,Low,In Progress
TK-00554,C-0065,2024-11-25,Billing,High,In Progress
TK-00555,C-0065,2024-11-14,Onboarding,Medium,Resolved
TK-00556,C-0066,2024-03-25,Technical,High,Resolved
TK-00557,C-0066,2024-03-28,Billing,Medium,Resolved
TK-00558,C-0066,2024-10-03,Technical,Medium,Closed
TK-00559,C-0066,2024-10-10,Technical,Medium,Open
TK-00560,C-0066,2024-10-10,Billing,Low,Resolved
TK-00561,C-0066,2024-10-12,Technical,Medium,Closed
TK-00562,C-0066,2024-10-19,Account,High,Closed
TK-00563,C-0066,2024-10-26,Billing,High,Resolved
TK-00564,C-0066,2024-11-05,Onboarding,Low,Resolved
TK-00565,C-0066,2024-11-13,Technical,Low,Closed
TK-00566,C-0066,2024-11-30,Account,Critical,In Progress
TK-00567,C-0066,2024-12-05,Feature Request,Low,Resolved
TK-00568,C-0067,2024-10-15,Billing,Low,Resolved
TK-00569,C-0067,2024-10-30,Account,High,Closed
TK-00570,C-0067,2024-11-25,Onboarding,Low,Closed
TK-00571,C-0067,2024-11-26,Onboarding,Low,Resolved
TK-00572,C-0067,2024-12-30,Technical,Medium,Closed
TK-00573,C-0067,2024-11-23,Onboarding,Medium,Resolved
TK-00574,C-0068,2024-03-22,Feature Request,Medium,In Progress
TK-00575,C-0068,2024-04-24,Technical,Low,Closed
TK-00576,C-0068,2024-11-06,Technical,Low,Closed
TK-00577,C-0068,2024-11-15,Billing,Critical,Resolved
TK-00578,C-0068,2024-12-02,Billing,Low,Closed
TK-00579,C-0068,2024-12-09,Technical,High,Resolved
TK-00580,C-0068,2024-12-16,Billing,Low,Closed
TK-00581,C-0069,2024-01-26,Billing,Medium,Resolved
TK-00582,C-0069,2024-10-11,Technical,Medium,Resolved
TK-00583,C-0069,2024-10-23,Onboarding,Low,Resolved
TK-00584,C-0069,2024-11-14,Feature Request,Medium,Resolved
TK-00585,C-0069,2024-12-01,Account,High,Resolved
TK-00586,C-0069,2024-12-10,Onboarding,Medium,Closed
TK-00587,C-0069,2024-12-19,Technical,High,Closed
TK-00588,C-0069,2024-12-21,Billing,Medium,Open
TK-00589,C-0070,2024-06-19,Billing,Medium,Closed
TK-00590,C-0070,2024-10-14,Billing,Critical,Closed
TK-00591,C-0070,2024-11-09,Onboarding,Medium,Resolved
TK-00592,C-0070,2024-11-18,Technical,Medium,Open
TK-00593,C-0070,2024-12-29,Billing,Medium,In Progress
TK-00594,C-0071,2024-03-29,Billing,Medium,Resolved
TK-00595,C-0071,2024-10-04,Feature Request,Medium,Resolved
TK-00596,C-0071,2024-10-08,Feature Request,Medium,Closed
TK-00597,C-0071,2024-10-14,Technical,Low,Open
TK-00598,C-0071,2024-10-15,Technical,Low,Closed
TK-00599,C-0071,2024-10-18,Technical,Low,In Progress
TK-00600,C-0071,2024-10-29,Billing,High,Resolved
TK-00601,C-0071,2024-11-09,Account,Medium,Resolved
TK-00602,C-0071,2024-11-11,Technical,Medium,Resolved
TK-00603,C-0071,2024-11-28,Billing,Low,Closed
TK-00604,C-0071,2024-12-03,Billing,Low,In Progress
TK-00605,C-0071,2024-12-09,Billing,Medium,Resolved
TK-00606,C-0071,2024-12-11,Billing,Medium,Open
TK-00607,C-0071,2024-12-18,Account,Medium,Resolved
TK-00608,C-0071,2024-12-19,Feature Request,High,Resolved
TK-00609,C-0072,2024-02-16,Account,High,Closed
TK-00610,C-0072,2024-04-14,Feature Request,Medium,Closed
TK-00611,C-0072,2024-10-21,Account,Medium,Resolved
TK-00612,C-0072,2024-10-30,Billing,Low,Closed
TK-00613,C-0072,2024-11-06,Billing,Low,Closed
TK-00614,C-0072,2024-11-10,Billing,Medium,Resolved
TK-00615,C-0072,2024-11-12,Account,Low,Closed
TK-00616,C-0072,2024-11-14,Feature Request,Low,Resolved
TK-00617,C-0072,2024-11-22,Billing,Low,Closed
TK-00618,C-0072,2024-11-25,Billing,Medium,Resolved
TK-00619,C-0072,2024-11-26,Technical,Low,Resolved
TK-00620,C-0072,2024-11-28,Account,Medium,In Progress
TK-00621,C-0072,2024-11-28,Billing,Medium,In Progress
TK-00622,C-0072,2024-12-13,Billing,Medium,Closed
TK-00623,C-0072,2024-12-14,Technical,Low,Resolved
TK-00624,C-0072,2024-12-21,Onboarding,Medium,Resolved
TK-00625,C-0072,2024-12-21,Account,Medium,Closed
TK-00626,C-0073,2024-04-01,Technical,Critical,Resolved
TK-00627,C-0073,2024-08-18,Feature Request,High,Closed
TK-00628,C-0073,2024-10-23,Technical,High,Closed
TK-00629,C-0073,2024-10-26,Onboarding,High,Resolved
TK-00630,C-0073,2024-11-08,Feature Request,Low,In Progress
TK-00631,C-0073,2024-11-11,Technical,High,In Progress
TK-00632,C-0073,2024-11-16,Account,High,Resolved
TK-00633,C-0073,2024-11-20,Billing,Medium,In Progress
TK-00634,C-0073,2024-11-21,Feature Request,Medium,Resolved
TK-00635,C-0073,2024-11-21,Billing,Critical,Resolved
TK-00636,C-0073,2024-11-22,Billing,High,Resolved
TK-00637,C-0073,2024-11-29,Feature Request,Low,Closed
TK-00638,C-0073,2024-12-05,Feature Request,High,Closed
TK-00639,C-0073,2024-12-06,Billing,Low,Resolved
TK-00640,C-0073,2024-12-06,Onboarding,Medium,In Progress
TK-00641,C-0073,2024-12-24,Onboarding,Medium,Resolved
TK-00642,C-0074,2024-05-09,Account,High,Open
TK-00643,C-0074,2024-09-23,Technical,Critical,Open
TK-00644,C-0074,2024-10-10,Feature Request,High,Closed
TK-00645,C-0074,2024-10-20,Onboarding,Medium,Resolved
TK-00646,C-0074,2024-10-22,Account,Medium,Resolved
TK-00647,C-0074,2024-10-31,Billing,Medium,In Progress
TK-00648,C-0074,2024-10-31,Account,Low,In Progress
TK-00649,C-0074,2024-11-01,Billing,Low,Closed
TK-00650,C-0074,2024-11-13,Billing,Medium,In Progress
TK-00651,C-0074,2024-11-20,Billing,Critical,Resolved
TK-00652,C-0074,2024-12-07,Technical,Critical,Open
TK-00653,C-0074,2024-12-14,Account,High,Resolved
TK-00654,C-0074,2024-12-16,Billing,High,Closed
TK-00655,C-0074,2024-12-20,Feature Request,Critical,Resolved
TK-00656,C-0074,2024-12-21,Technical,Medium,Closed
TK-00657,C-0074,2024-12-27,Onboarding,Low,Resolved
TK-00658,C-0075,2024-04-26,Technical,Critical,Closed
TK-00659,C-0075,2024-11-04,Technical,Low,In Progress
TK-00660,C-0075,2024-11-12,Technical,Medium,Closed
TK-00661,C-0075,2024-11-15,Technical,Low,Resolved
TK-00662,C-0075,2024-11-29,Billing,Medium,Resolved
TK-00663,C-0075,2024-12-07,Technical,Low,Resolved
TK-00664,C-0075,2024-12-13,Onboarding,Critical,Closed
TK-00665,C-0075,2024-12-14,Billing,Critical,Closed
TK-00666,C-0075,2024-12-15,Technical,High,Resolved
TK-00667,C-0075,2024-12-18,Onboarding,Low,Resolved
TK-00668,C-0075,2024-12-28,Account,Low,In Progress
TK-00669,C-0076,2024-02-24,Account,Critical,Resolved
TK-00670,C-0076,2024-11-11,Technical,Medium,Resolved
TK-00671,C-0076,2024-12-02,Technical,High,Resolved
TK-00672,C-0076,2024-10-31,Technical,Medium,Resolved
TK-00673,C-0077,2024-10-09,Onboarding,High,Closed
TK-00674,C-0077,2024-10-12,Technical,Medium,Closed
TK-00675,C-0077,2024-10-17,Billing,Low,Resolved
TK-00676,C-0077,2024-10-25,Billing,Medium,Closed
TK-00677,C-0077,2024-10-28,Technical,Low,Closed
TK-00678,C-0077,2024-10-29,Billing,Medium,In Progress
TK-00679,C-0077,2024-10-30,Billing,Low,Resolved
TK-00680,C-0077,2024-11-13,Account,Critical,Closed
TK-00681,C-0077,2024-12-13,Onboarding,High,Closed
TK-00682,C-0077,2024-12-17,Account,Medium,Resolved
TK-00683,C-0077,2024-12-22,Technical,Low,In Progress
TK-00684,C-0077,2024-11-24,Billing,Medium,Resolved
TK-00685,C-0077,2024-12-20,Billing,Medium,Closed
TK-00686,C-0078,2024-10-19,Account,Medium,In Progress
TK-00687,C-0078,2024-10-24,Billing,High,Closed
TK-00688,C-0078,2024-11-12,Technical,Medium,Resolved
TK-00689,C-0078,2024-11-28,Billing,Medium,Closed
TK-00690,C-0078,2024-12-12,Technical,Low,In Progress
TK-00691,C-0078,2024-12-27,Account,Critical,In Progress
TK-00692,C-0079,2024-10-19,Technical,High,In Progress
TK-00693,C-0079,2024-10-20,Feature Request,Medium,Resolved
TK-00694,C-0079,2024-11-11,Technical,Low,Closed
TK-00695,C-0079,2024-11-13,Feature Request,Low,Resolved
TK-00696,C-0079,2024-11-19,Billing,Medium,In Progress
TK-00697,C-0079,2024-12-09,Technical,Medium,Open
TK-00698,C-0079,2024-12-15,Technical,Low,Resolved
TK-00699,C-0079,2024-12-17,Feature Request,Critical,In Progress
TK-00700,C-0079,2024-12-18,Feature Request,Critical,Resolved
TK-00701,C-0080,2024-10-04,Technical,High,Resolved
TK-00702,C-0080,2024-10-18,Account,Medium,Closed
TK-00703,C-0080,2024-11-10,Technical,Critical,Closed
TK-00704,C-0080,2024-11-11,Billing,High,Open
TK-00705,C-0080,2024-11-24,Feature Request,High,Closed
TK-00706,C-0080,2024-11-25,Technical,Medium,Resolved
TK-00707,C-0080,2024-11-27,Account,Medium,Open
TK-00708,C-0080,2024-12-25,Technical,Medium,Closed
TK-00709,C-0080,2024-10-21,Technical,Low,Resolved
TK-00710,C-0080,2024-10-23,Account,Critical,In Progress
TK-00711,C-0081,2024-04-29,Technical,Critical,Resolved
TK-00712,C-0081,2024-07-15,Technical,Low,Resolved
TK-00713,C-0081,2024-10-25,Technical,High,Open
TK-00714,C-0081,2024-10-27,Account,High,Closed
TK-00715,C-0081,2024-10-29,Billing,Medium,Resolved
TK-00716,C-0081,2024-11-07,Billing,Low,Resolved
TK-00717,C-0081,2024-12-14,Billing,High,Resolved
TK-00718,C-0081,2024-12-21,Account,Medium,Closed
TK-00719,C-0082,2024-05-11,Feature Request,High,Resolved
TK-00720,C-0082,2024-10-16,Onboarding,High,Resolved
TK-00721,C-0082,2024-10-20,Technical,Low,In Progress
TK-00722,C-0082,2024-10-27,Billing,Low,In Progress
TK-00723,C-0082,2024-10-28,Billing,High,Open
TK-00724,C-0082,2024-10-29,Billing,Medium,Resolved
TK-00725,C-0082,2024-11-06,Account,High,Closed
TK-00726,C-0082,2024-11-18,Billing,High,Resolved
TK-00727,C-0082,2024-11-19,Billing,Medium,Resolved
TK-00728,C-0082,2024-11-20,Account,Low,Resolved
TK-00729,C-0082,2024-12-21,Technical,Critical,Resolved
TK-00730,C-0082,2024-12-29,Billing,Medium,Resolved
TK-00731,C-0082,2024-10-18,Technical,Low,Resolved
TK-00732,C-0083,2024-01-11,Account,Medium,Resolved
TK-00733,C-0083,2024-03-15,Billing,Medium,In Progress
TK-00734,C-0083,2024-11-01,Technical,Medium,Resolved
TK-00735,C-0083,2024-11-10,Billing,Medium,Closed
TK-00736,C-0083,2024-11-13,Billing,Medium,Resolved
TK-00737,C-0083,2024-11-15,Technical,Critical,Resolved
TK-00738,C-0083,2024-11-24,Technical,Low,Closed
TK-00739,C-0083,2024-12-04,Onboarding,High,Resolved
TK-00740,C-0083,2024-12-17,Account,Low,Resolved
TK-00741,C-0083,2024-11-22,Billing,High,Closed
TK-00742,C-0084,2024-01-28,Technical,Low,Resolved
TK-00743,C-0084,2024-10-06,Technical,Medium,Open
TK-00744,C-0084,2024-10-14,Onboarding,Medium,Resolved
TK-00745,C-0084,2024-10-27,Technical,Low,Resolved
TK-00746,C-0084,2024-11-01,Technical,Low,Closed
TK-00747,C-0084,2024-11-03,Feature Request,Low,Resolved
TK-00748,C-0084,2024-11-07,Billing,Low,Closed
TK-00749,C-0084,2024-12-11,Onboarding,High,Resolved
TK-00750,C-0084,2024-12-18,Onboarding,High,Resolved
TK-00751,C-0085,2024-05-20,Billing,Low,Closed
TK-00752,C-0085,2024-10-14,Technical,Low,In Progress
TK-00753,C-0085,2024-10-15,Technical,Medium,Resolved
TK-00754,C-0085,2024-11-05,Technical,Medium,Resolved
TK-00755,C-0085,2024-12-08,Account,Medium,Resolved
TK-00756,C-0086,2024-04-26,Billing,Medium,Closed
TK-00757,C-0086,2024-09-09,Technical,Medium,Resolved
TK-00758,C-0086,2024-10-11,Onboarding,Low,In Progress
TK-00759,C-0086,2024-10-12,Account,Medium,Open
TK-00760,C-0086,2024-10-20,Onboarding,Medium,Closed
TK-00761,C-0086,2024-11-01,Onboarding,Critical,Resolved
TK-00762,C-0086,2024-11-06,Technical,Low,Closed
TK-00763,C-0086,2024-11-09,Technical,Low,Open
TK-00764,C-0086,2024-11-25,Feature Request,Critical,Closed
TK-00765,C-0086,2024-12-03,Feature Request,Low,Closed
TK-00766,C-0086,2024-12-09,Account,Medium,Resolved
TK-00767,C-0086,2024-12-22,Onboarding,Medium,Resolved
TK-00768,C-0086,2024-12-29,Billing,High,Closed
TK-00769,C-0086,2024-12-30,Technical,Medium,Resolved
TK-00770,C-0087,2024-02-09,Technical,Medium,Closed
TK-00771,C-0087,2024-05-07,Technical,High,Resolved
TK-00772,C-0087,2024-10-27,Account,High,Closed
TK-00773,C-0087,2024-11-29,Billing,Low,Closed
TK-00774,C-0087,2024-12-06,Billing,Critical,Closed
TK-00775,C-0087,2024-12-26,Billing,Low,Resolved
TK-00776,C-0087,2024-11-20,Technical,Medium,Closed
TK-00777,C-0088,2024-08-22,Onboarding,Medium,Resolved
TK-00778,C-0088,2024-10-09,Onboarding,Medium,Open
TK-00779,C-0088,2024-10-12,Technical,High,Resolved
TK-00780,C-0088,2024-11-20,Technical,High,Closed
TK-00781,C-0088,2024-11-25,Technical,Medium,Resolved
TK-00782,C-0088,2024-12-08,Technical,Critical,In Progress
TK-00783,C-0088,2024-12-09,Technical,Critical,Resolved
TK-00784,C-0089,2024-09-07,Billing,Medium,Resolved
TK-00785,C-0089,2024-10-07,Technical,Low,Resolved
TK-00786,C-0089,2024-10-10,Technical,High,Closed
TK-00787,C-0089,2024-10-12,Billing,Low,Resolved
TK-00788,C-0089,2024-10-14,Technical,Critical,Open
TK-00789,C-0089,2024-10-15,Technical,High,Closed
TK-00790,C-0089,2024-10-22,Billing,Medium,Open
TK-00791,C-0089,2024-10-27,Billing,High,In Progress
TK-00792,C-0089,2024-11-06,Technical,Low,Resolved
TK-00793,C-0089,2024-11-17,Technical,Medium,Closed
TK-00794,C-0089,2024-12-10,Onboarding,Low,Resolved
TK-00795,C-0089,2024-12-17,Billing,Medium,Closed
TK-00796,C-0089,2024-12-18,Technical,High,Resolved
TK-00797,C-0090,2024-10-20,Billing,Medium,Resolved
TK-00798,C-0090,2024-10-20,Account,Medium,Closed
TK-00799,C-0090,2024-10-21,Feature Request,Medium,Closed
TK-00800,C-0090,2024-10-27,Technical,Medium,Resolved
TK-00801,C-0090,2024-11-11,Onboarding,High,Closed
TK-00802,C-0090,2024-11-17,Technical,Low,Closed
TK-00803,C-0090,2024-12-05,Technical,Medium,In Progress
TK-00804,C-0090,2024-12-17,Account,Medium,Open
TK-00805,C-0090,2024-12-18,Billing,Low,Resolved
TK-00806,C-0090,2024-12-26,Onboarding,Low,In Progress
TK-00807,C-0090,2024-12-28,Billing,High,Resolved
TK-00808,C-0091,2024-10-09,Billing,High,Resolved
TK-00809,C-0091,2024-10-13,Billing,Low,Closed
TK-00810,C-0091,2024-10-15,Feature Request,Medium,In Progress
TK-00811,C-0091,2024-10-16,Billing,High,Resolved
TK-00812,C-0091,2024-11-12,Onboarding,Medium,Open
TK-00813,C-0091,2024-11-19,Technical,Medium,In Progress
TK-00814,C-0091,2024-11-21,Billing,Medium,In Progress
TK-00815,C-0091,2024-11-26,Feature Request,Medium,Closed
TK-00816,C-0091,2024-11-27,Account,Medium,Open
TK-00817,C-0091,2024-11-30,Onboarding,High,Open
TK-00818,C-0091,2024-12-03,Technical,Medium,In Progress
TK-00819,C-0091,2024-12-20,Feature Request,Medium,Open
TK-00820,C-0091,2024-04-14,Billing,Medium,Open
TK-00821,C-0092,2024-02-14,Feature Request,Medium,Closed
TK-00822,C-0092,2024-09-12,Onboarding,High,In Progress
TK-00823,C-0092,2024-10-13,Onboarding,High,In Progress
TK-00824,C-0092,2024-10-26,Feature Request,Low,Resolved
TK-00825,C-0092,2024-11-24,Technical,Medium,In Progress
TK-00826,C-0092,2024-12-03,Onboarding,Low,Closed
TK-00827,C-0092,2024-12-28,Onboarding,Medium,Resolved
TK-00828,C-0094,2024-01-23,Billing,Low,Closed
TK-00829,C-0094,2024-10-25,Feature Request,Medium,Resolved
TK-00830,C-0094,2024-10-29,Account,Low,Resolved
TK-00831,C-0094,2024-11-01,Technical,Medium,Resolved
TK-00832,C-0094,2024-11-05,Technical,Medium,Resolved
TK-00833,C-0094,2024-11-08,Technical,High,Resolved
TK-00834,C-0094,2024-11-16,Feature Request,Low,Resolved
TK-00835,C-0094,2024-11-24,Feature Request,High,Resolved
TK-00836,C-0094,2024-12-04,Billing,Medium,Closed
TK-00837,C-0094,2024-12-12,Technical,Medium,Resolved
TK-00838,C-0094,2024-12-15,Technical,Medium,Closed
TK-00839,C-0094,2024-12-21,Billing,Medium,Resolved
TK-00840,C-0094,2024-12-30,Account,High,Open
TK-00841,C-0095,2024-01-03,Account,High,In Progress
TK-00842,C-0095,2024-04-17,Feature Request,Critical,Resolved
TK-00843,C-0095,2024-11-02,Technical,Medium,Resolved
TK-00844,C-0095,2024-11-08,Billing,High,Closed
TK-00845,C-0095,2024-11-28,Technical,Medium,Resolved
TK-00846,C-0095,2024-12-09,Billing,Medium,Resolved
TK-00847,C-0095,2024-12-11,Feature Request,Low,In Progress
TK-00848,C-0095,2024-12-13,Technical,High,In Progress
TK-00849,C-0095,2024-12-30,Technical,Medium,In Progress
TK-00850,C-0096,2024-01-03,Billing,Medium,Closed
TK-00851,C-0096,2024-10-14,Technical,Low,Open
TK-00852,C-0096,2024-10-24,Technical,Critical,Resolved
TK-00853,C-0096,2024-11-06,Technical,Low,In Progress
TK-00854,C-0096,2024-11-16,Technical,Medium,Resolved
TK-00855,C-0096,2024-11-30,Technical,Critical,Resolved
TK-00856,C-0096,2024-12-16,Technical,Low,In Progress
TK-00857,C-0096,2024-12-24,Billing,Low,Resolved
TK-00858,C-0097,2024-08-11,Onboarding,Low,Resolved
TK-00859,C-0097,2024-10-06,Account,Medium,Closed
TK-00860,C-0097,2024-10-13,Feature Request,Medium,Open
